lapsed,age,sex,region,nregions,memtype,memmonths,mem_mag1,mem_mag2,hasemail,r1,r2,r3,r.quick,extra,intl,r.intl,allgames1yr,allgames5yr,fastevents,medevents,slowevents,nfloor
N,10,M,reg138,1,N,118,N,N,Y,879,1320,1365,1949,N,N,NA,18,78,4,14,1,0
N,8,M,reg102,1,N,9,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,27,M,reg128,1,N,347,Y,N,N,3291,3456,3615,4584,N,Y,NA,89,121,3,4,29,0
Y,62,M,reg103,1,N,210,Y,N,N,2103,2103,2115,3169,N,N,NA,5,26,0,2,4,0
N,56,M,reg133,1,N,44,Y,N,Y,3192,3176,3154,4121,Y,N,NA,0,8,0,1,1,0
Y,10,M,reg132,1,F,37,N,N,Y,NA,269,1024,1399,N,N,NA,59,63,1,14,1,0
N,11,M,reg154,1,N,111,N,Y,Y,1456,1480,1722,2409,N,N,NA,14,49,0,10,1,0
Y,9,F,reg145,1,N,1,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,7,M,reg127,1,N,9,N,N,N,NA,NA,186,260,N,N,NA,5,5,0,1,0,0
Y,12,M,reg114,1,N,20,N,N,N,NA,NA,790,1164,N,N,NA,8,8,0,2,0,0
Y,52,M,reg147,1,N,57,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,8,M,reg112,1,N,20,N,Y,Y,NA,NA,529,750,N,N,NA,27,27,0,5,1,0
N,10,M,reg102,1,N,48,N,N,Y,NA,758,1298,1849,N,N,NA,19,32,0,6,1,0
Y,8,F,reg102,1,N,13,N,N,N,NA,NA,189,263,N,N,NA,5,5,0,1,0,0
N,72,M,reg137,1,N,104,Y,N,N,3133,3132,3135,4149,N,N,NA,0,16,5,3,2,0
Y,15,M,reg103,1,N,83,N,N,Y,1906,2082,2034,2847,N,N,NA,4,83,0,16,2,0
N,28,M,reg122,2,N,571,N,N,Y,1654,1650,1654,2612,N,N,NA,0,4,10,0,1,0
N,12,M,reg112,1,N,24,N,Y,Y,NA,NA,678,951,N,N,NA,9,9,0,2,0,0
Y,43,F,reg140,1,F,196,N,N,N,NA,NA,NA,NA,N,N,NA,0,3,0,1,0,0
Y,7,M,reg137,1,F,2,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,62,M,reg123,1,N,282,Y,N,N,3073,3158,3191,4333,N,N,NA,14,160,1,10,31,6
N,60,M,reg112,1,N,286,Y,N,N,3175,3179,3177,NA,N,N,NA,0,0,0,0,0,0
Y,33,M,reg118,1,N,596,N,N,Y,3410,3407,3366,4465,N,N,NA,4,19,1,4,1,0
Y,10,M,reg127,1,N,20,N,N,N,NA,NA,475,666,N,N,NA,5,5,0,1,0,0
Y,8,M,reg112,1,N,40,N,N,Y,NA,557,1027,1476,N,N,NA,26,44,0,10,0,0
Y,46,M,reg112,1,N,571,Y,N,Y,2872,2874,2873,NA,N,N,NA,0,0,0,0,0,0
Y,38,M,reg106,1,F,5,Y,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,59,M,reg114,1,N,30,N,N,N,NA,NA,3392,4316,N,Y,NA,63,64,0,7,19,0
Y,9,M,reg127,1,N,1,N,N,N,NA,NA,1108,1567,N,N,NA,0,0,0,0,0,0
N,9,M,reg137,1,N,4,N,Y,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,M,reg127,1,N,11,N,N,N,NA,NA,570,777,N,N,NA,5,5,0,1,0,0
N,10,M,reg132,1,N,9,N,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,9,M,reg111,1,N,71,N,N,Y,NA,1016,906,1529,N,N,NA,20,44,1,9,1,0
Y,12,M,reg145,1,N,47,N,N,N,NA,422,613,651,N,N,NA,7,21,1,2,2,0
Y,52,M,reg111,1,N,530,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,9,M,reg137,1,N,42,N,Y,Y,NA,756,1025,1440,N,N,NA,31,47,0,13,0,0
N,14,F,reg112,1,N,233,N,N,N,2399,2253,2666,3622,N,N,NA,24,160,0,31,9,0
Y,15,M,reg112,1,N,20,N,N,N,NA,NA,522,719,N,N,NA,4,4,0,1,0,0
Y,12,M,reg137,1,N,14,N,Y,Y,NA,NA,189,268,N,N,NA,4,4,0,1,0,0
N,36,M,reg146,2,N,429,Y,N,N,2633,2637,2868,NA,N,N,NA,45,45,0,0,11,0
Y,15,M,reg106,1,N,111,Y,N,Y,824,1212,1214,1712,N,N,NA,0,9,0,2,0,0
Y,15,M,reg137,1,N,67,N,N,Y,733,1156,1155,1655,N,N,NA,0,32,0,9,0,0
N,10,M,reg137,1,N,71,N,N,Y,657,685,994,1399,N,N,NA,15,29,0,5,0,0
Y,9,M,reg145,1,A,73,N,N,Y,514,658,1041,1436,N,N,NA,10,30,0,6,0,0
Y,14,M,reg117,2,F,187,N,N,N,698,699,699,938,N,N,NA,0,0,0,0,0,0
N,53,M,reg114,1,N,86,Y,N,Y,2282,2212,2192,2887,N,Y,NA,4,38,2,2,7,0
Y,64,M,reg155,1,N,4,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,15,F,reg138,1,F,160,N,N,Y,887,884,883,1221,N,N,NA,0,14,0,3,0,0
Y,9,M,reg113,1,A,11,N,N,Y,NA,NA,400,572,N,N,NA,5,5,0,1,0,0
Y,11,M,reg102,1,N,24,N,N,N,NA,NA,822,NA,N,N,NA,6,6,0,0,1,0
N,48,M,reg129,1,N,104,Y,N,Y,3112,3118,3099,4252,N,N,NA,2,27,4,9,1,0
Y,7,M,reg112,1,A,12,N,N,N,NA,NA,658,926,N,N,NA,15,15,0,3,0,0
Y,18,M,reg102,1,N,199,N,N,Y,2830,2832,2832,3869,N,N,NA,0,235,2,55,3,0
N,58,M,reg127,1,N,293,Y,N,N,3386,3464,3397,4760,N,Y,NA,51,261,81,17,38,0
Y,8,M,reg124,1,N,42,N,N,Y,NA,671,1098,1551,N,N,NA,22,35,0,9,0,2
Y,19,M,reg132,1,N,294,Y,N,Y,2130,2063,2064,2292,N,N,NA,0,83,0,6,8,0
Y,12,M,reg102,1,A,19,N,N,N,NA,NA,202,285,N,N,NA,15,15,0,6,0,0
Y,18,M,reg146,1,N,11,N,N,Y,NA,NA,1836,NA,N,N,NA,4,4,1,0,1,0
Y,10,M,reg112,1,N,12,N,N,N,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,10,M,reg112,1,N,11,N,N,N,NA,NA,196,275,N,N,NA,5,5,0,1,0,0
Y,13,M,reg154,1,N,27,N,N,Y,NA,NA,911,1198,N,N,NA,10,10,0,2,1,0
Y,15,M,reg111,1,F,234,N,N,Y,1973,2004,1917,2633,N,N,NA,10,82,1,14,2,0
Y,14,M,reg102,1,N,226,N,N,N,NA,NA,1067,1509,N,N,NA,4,4,0,1,0,0
N,57,M,reg101,1,N,279,Y,N,Y,3073,3077,3078,3861,N,N,NA,29,168,23,16,52,40
N,59,M,reg126,1,N,112,Y,N,Y,NA,NA,NA,NA,Y,N,NA,0,0,0,0,0,0
N,59,M,reg108,1,N,510,Y,N,Y,2502,2500,2501,NA,Y,N,NA,0,16,0,0,4,0
Y,8,M,reg102,1,N,4,N,Y,N,NA,NA,672,926,N,N,NA,4,4,0,1,0,0
N,10,M,reg143,1,F,44,N,N,Y,NA,663,1050,1480,N,N,NA,38,53,0,11,0,0
N,40,M,reg127,1,N,352,Y,N,Y,2392,2338,2332,3126,N,N,NA,6,29,0,1,8,0
Y,47,M,reg132,2,N,73,N,N,Y,NA,958,958,1342,N,N,NA,0,30,0,2,2,0
Y,10,M,reg137,1,N,54,N,N,Y,NA,774,772,735,N,N,NA,0,12,1,2,0,0
N,13,M,reg112,1,N,109,N,N,Y,1337,1341,1340,1702,N,N,NA,0,25,0,5,1,0
Y,16,M,reg127,1,N,312,N,N,Y,1502,1499,1493,2018,N,N,NA,3,8,0,2,0,0
Y,63,M,reg133,1,N,36,Y,N,N,3606,3605,3614,NA,N,Y,NA,0,0,0,0,0,0
Y,10,F,reg113,1,A,8,N,N,N,NA,NA,845,1195,N,N,NA,4,4,0,1,0,0
N,72,M,reg104,1,N,596,Y,N,N,2476,2518,2395,3193,N,Y,2791,9,93,0,4,18,2
Y,51,M,reg132,1,N,126,Y,N,Y,2735,2794,2796,NA,Y,Y,NA,0,25,0,0,5,2
Y,7,M,reg123,1,N,9,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,2,0,0,0
Y,10,M,reg145,1,N,12,N,N,N,NA,NA,845,1145,N,N,NA,17,17,0,2,1,0
N,16,M,reg113,1,A,43,N,N,Y,NA,1646,1632,2874,N,N,NA,11,16,4,2,1,0
Y,50,M,reg127,1,F,44,Y,N,N,NA,433,430,609,N,N,NA,1,39,0,2,15,0
N,10,M,reg102,1,N,44,N,N,Y,NA,315,1728,2208,N,N,NA,38,59,0,10,4,0
N,13,M,reg123,1,N,144,N,N,Y,2247,2617,3019,3158,N,Y,NA,63,273,2,20,45,0
Y,12,F,reg142,1,N,75,N,N,Y,221,457,434,606,N,N,NA,3,18,0,9,0,0
Y,8,M,reg145,1,N,44,N,N,Y,NA,540,1418,1872,N,N,NA,104,123,0,32,2,0
Y,11,M,reg140,1,N,19,N,N,N,NA,NA,693,986,N,N,NA,18,18,0,4,0,0
N,29,M,reg112,1,N,347,Y,N,Y,3027,3358,3393,4648,N,Y,3116,127,333,0,63,26,0
N,7,M,reg145,1,N,17,N,Y,N,NA,943,1897,2576,N,Y,NA,44,54,0,12,0,0
N,56,M,reg127,1,N,545,Y,N,Y,2589,2587,2588,3515,N,N,NA,0,92,0,6,13,0
N,10,M,reg112,1,N,12,N,N,Y,NA,NA,196,278,N,N,NA,5,5,0,1,0,0
N,59,M,reg140,1,N,626,Y,N,Y,2504,2504,2679,3660,N,N,NA,15,15,0,1,3,0
N,65,M,reg112,1,N,250,Y,N,Y,NA,NA,NA,NA,Y,N,NA,0,0,0,0,0,0
Y,13,M,reg111,1,N,20,N,N,N,NA,NA,729,1188,N,N,NA,34,34,0,7,1,0
N,45,M,reg112,1,F,37,Y,N,Y,3496,3440,3280,4315,N,Y,NA,32,43,5,7,7,0
N,54,M,reg140,1,N,373,Y,N,Y,2576,2672,2735,3535,N,N,NA,21,84,0,14,6,0
Y,25,F,reg132,1,N,347,N,N,N,2627,2563,2560,3261,N,Y,NA,0,111,0,1,30,0
Y,66,M,reg127,1,N,289,Y,N,N,1869,1872,1873,2252,N,N,NA,0,0,0,0,0,0
Y,58,M,reg127,1,N,17,Y,N,N,NA,NA,3436,NA,N,N,NA,18,18,0,0,3,0
N,7,M,reg102,1,N,3,N,Y,Y,NA,NA,218,302,N,N,NA,0,0,0,0,0,0
N,16,M,reg111,1,N,73,N,N,Y,1984,1976,1922,2682,N,N,NA,5,31,0,2,4,0
N,45,M,reg103,1,N,611,Y,N,Y,2387,2383,2385,3548,N,N,NA,0,0,0,0,0,0
N,60,M,reg127,1,N,188,Y,N,Y,2931,3104,3102,4364,N,Y,NA,8,233,8,3,50,1
Y,8,M,reg117,1,F,73,N,N,Y,NA,202,495,695,N,N,NA,5,10,0,2,0,0
Y,12,M,reg112,1,N,17,N,N,N,NA,NA,NA,NA,N,N,NA,3,3,0,2,0,0
N,13,F,reg127,1,N,79,N,N,N,979,1651,1928,2621,N,N,NA,32,88,0,19,1,0
N,10,M,reg150,1,N,95,N,N,Y,1042,1115,1382,1764,N,N,NA,52,126,1,20,10,0
Y,11,M,reg138,1,N,13,N,N,Y,NA,NA,580,807,N,N,NA,5,5,0,1,0,0
N,16,M,reg126,1,N,201,N,N,Y,2991,3197,3217,4497,N,N,NA,66,407,122,106,10,0
Y,20,M,reg112,1,F,167,N,N,Y,1823,1826,1822,2509,N,N,NA,0,101,0,13,5,0
N,15,M,reg102,1,F,127,N,N,N,1559,1714,1786,2544,N,N,NA,42,224,2,49,4,0
N,16,M,reg155,1,N,0,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,47,M,reg145,1,N,152,N,N,Y,1750,1745,1736,2367,N,N,NA,3,38,0,8,1,0
N,8,F,reg111,1,F,37,N,N,N,NA,296,389,498,N,N,NA,16,21,0,2,3,0
Y,26,M,reg146,1,N,282,Y,N,Y,1510,1510,1937,NA,N,N,NA,6,6,0,0,1,0
Y,64,M,reg106,1,N,322,Y,N,Y,1931,2028,2030,2786,N,N,NA,0,7,0,1,1,0
Y,19,M,reg117,1,N,352,N,N,N,3580,3712,3765,3368,N,Y,3729,25,333,0,1,83,0
N,10,M,reg112,1,N,11,N,N,N,NA,NA,307,443,N,N,NA,9,9,0,2,0,0
Y,9,M,reg140,1,N,13,N,N,Y,NA,NA,800,1167,N,N,NA,5,5,0,1,0,0
N,59,M,reg146,1,N,571,Y,N,Y,2134,2133,2136,NA,N,N,NA,0,29,0,0,6,0
Y,17,M,reg141,1,N,65,N,N,Y,1297,1269,2058,2754,N,Y,NA,29,39,0,7,1,0
Y,12,M,reg154,1,N,12,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,16,F,reg112,1,N,228,N,N,Y,2751,2750,2764,3759,N,N,NA,5,145,0,42,3,0
Y,10,M,reg126,1,N,10,N,N,Y,NA,NA,392,556,N,N,NA,10,10,0,2,0,0
N,54,M,reg114,1,N,176,Y,N,Y,2446,2450,2450,NA,N,N,NA,0,0,0,0,0,0
Y,7,NA,reg127,1,N,40,N,N,N,NA,196,236,332,N,N,NA,4,9,0,2,0,0
Y,12,M,reg127,1,N,71,N,N,Y,853,1436,1520,1711,N,N,NA,18,50,0,8,3,0
Y,11,M,reg102,1,N,43,N,N,N,NA,793,1599,2290,N,N,NA,57,74,0,20,2,0
N,36,M,reg138,1,N,120,Y,N,Y,1272,1272,1373,2064,N,N,NA,7,16,1,1,3,0
Y,14,F,reg117,1,F,110,N,N,Y,1340,1553,1906,2035,N,N,NA,7,69,0,16,11,0
Y,18,F,reg106,1,N,73,N,N,Y,1088,1120,1118,1474,N,N,NA,0,16,0,4,0,0
Y,15,M,reg132,1,N,22,N,N,Y,NA,NA,241,311,N,N,NA,14,14,0,3,0,0
N,49,M,reg132,1,N,596,Y,N,Y,2438,2437,2440,3269,N,N,NA,0,0,0,0,0,0
Y,17,M,reg144,1,N,40,N,N,N,NA,795,704,970,N,N,NA,4,8,0,2,0,0
N,19,M,reg112,1,F,224,Y,N,Y,3053,3133,3107,4240,N,Y,NA,11,125,0,26,7,0
Y,18,M,reg132,1,N,373,N,N,Y,3763,3876,3760,4684,N,Y,3646,11,249,8,2,43,0
N,66,M,reg132,2,N,37,N,N,Y,NA,2311,2188,3016,N,N,NA,60,73,0,9,10,0
Y,12,M,reg112,1,N,84,N,N,Y,916,915,933,1336,N,N,NA,12,32,0,6,0,0
N,13,M,reg147,1,F,64,N,N,Y,NA,1274,1122,1531,N,N,NA,45,203,1,38,5,0
Y,52,M,reg106,1,N,54,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,10,F,reg111,1,N,48,N,N,Y,NA,NA,589,844,N,N,NA,17,20,0,5,0,0
Y,10,M,reg143,1,N,11,N,Y,Y,NA,NA,256,357,N,N,NA,6,6,0,1,0,0
N,6,M,reg132,1,N,24,N,N,Y,NA,NA,1042,1467,N,N,NA,44,44,0,8,1,0
Y,10,M,reg137,1,N,47,N,N,Y,NA,194,294,418,N,N,NA,5,10,0,2,0,0
Y,8,M,reg137,1,N,45,N,N,Y,NA,518,666,935,N,N,NA,20,51,1,9,1,0
Y,27,M,reg102,1,N,6,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,55,M,reg111,1,N,270,Y,N,Y,3170,3186,3279,NA,Y,Y,NA,5,35,0,0,7,0
Y,63,M,reg128,1,N,286,Y,N,N,2753,2756,2704,NA,Y,N,NA,4,4,0,0,2,0
Y,21,M,reg114,1,N,373,N,N,Y,2643,2988,3134,3647,N,N,NA,11,87,1,6,11,0
N,10,M,reg145,1,N,73,N,N,Y,NA,731,1146,1535,N,N,NA,5,21,1,5,0,1
Y,9,M,reg127,1,N,86,N,N,Y,812,1431,1375,1917,N,N,NA,4,120,0,25,1,0
Y,9,M,reg112,1,A,10,N,N,N,NA,NA,777,1093,N,N,NA,15,15,0,4,0,0
N,8,M,reg133,1,N,54,N,N,Y,NA,212,622,880,N,N,NA,14,32,0,7,0,0
Y,16,M,reg137,1,N,10,Y,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,0,1,0
Y,12,M,reg154,1,N,19,N,N,Y,NA,NA,1086,1387,N,N,NA,17,17,0,4,2,0
N,8,M,reg127,1,N,14,N,Y,Y,NA,NA,753,1058,N,N,NA,13,13,0,4,0,0
Y,69,M,reg143,1,N,424,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,8,M,reg133,1,N,14,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,10,M,reg132,1,N,75,N,N,Y,738,994,755,1187,N,N,NA,41,109,0,21,1,0
Y,10,F,reg114,1,N,48,N,N,Y,NA,409,411,730,N,N,NA,0,14,0,2,1,0
N,14,M,reg127,1,N,167,N,N,Y,3113,3205,3114,4341,N,Y,NA,55,468,34,71,48,0
Y,24,M,reg129,1,N,555,N,N,Y,2116,2112,2127,2930,N,N,NA,0,6,0,2,0,0
Y,11,M,reg140,1,F,13,N,N,N,195,199,427,602,N,N,NA,3,8,0,2,0,0
N,52,M,reg112,1,N,144,Y,N,Y,3435,3456,3423,4482,N,Y,NA,7,50,1,5,8,0
N,43,M,reg146,1,N,38,Y,N,Y,2772,2772,2698,NA,N,N,NA,5,5,0,0,1,0
N,77,M,reg118,1,N,418,Y,N,Y,1512,1624,1459,1823,N,N,NA,36,170,25,3,40,0
Y,17,M,reg102,1,N,108,N,N,N,1671,1997,2007,3184,N,N,NA,31,239,2,45,7,0
N,12,M,reg114,1,N,48,N,Y,Y,NA,1046,1413,2050,N,N,NA,33,59,1,15,1,0
Y,38,M,reg150,1,N,581,N,N,Y,2721,2773,2828,3867,N,N,NA,10,79,7,0,20,0
Y,41,M,reg137,1,N,6,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,M,reg126,1,N,9,N,N,N,NA,NA,187,264,N,N,NA,5,5,0,1,0,0
Y,11,M,reg102,1,N,95,N,N,Y,591,1053,1258,1753,N,N,NA,8,34,0,10,0,0
N,79,M,reg150,1,N,451,Y,N,Y,3093,3094,3096,4861,N,N,NA,0,0,0,0,0,0
Y,9,M,reg118,1,N,11,N,N,Y,NA,NA,403,522,N,N,NA,15,15,0,3,0,0
N,15,M,reg102,1,N,264,N,N,Y,2279,2231,2409,3294,N,N,NA,6,192,3,44,6,0
N,69,M,reg126,1,N,525,Y,N,Y,2082,2367,2217,3177,N,N,NA,19,43,127,10,1,0
Y,12,M,reg133,1,N,42,N,N,Y,NA,NA,964,1273,N,N,NA,20,20,0,4,0,0
Y,13,M,reg112,1,A,30,N,N,N,NA,NA,493,689,N,N,NA,0,8,0,1,0,0
Y,11,M,reg145,1,N,12,N,N,N,NA,NA,204,285,N,N,NA,10,10,0,4,0,1
Y,85,M,reg155,1,N,86,Y,N,N,2782,2783,2645,3526,N,N,NA,4,4,0,1,0,0
N,57,F,reg129,1,N,64,Y,N,Y,NA,1124,1790,2400,N,N,NA,68,87,0,29,4,0
Y,5,NA,reg114,1,N,10,N,N,N,NA,NA,192,274,N,N,NA,4,4,0,1,0,0
Y,12,M,reg154,1,N,201,N,N,N,826,896,896,1246,N,N,NA,0,13,0,3,0,0
N,8,M,reg154,1,N,47,N,N,N,NA,221,1006,1534,N,N,NA,139,153,5,41,0,0
Y,9,NA,reg114,1,N,16,N,Y,Y,NA,NA,NA,592,N,N,NA,0,0,3,0,0,0
Y,13,M,reg117,1,N,99,N,Y,Y,493,487,559,NA,N,N,NA,5,20,0,0,15,0
Y,15,M,reg154,1,N,43,N,N,N,NA,975,1617,NA,N,N,NA,31,52,0,0,52,0
N,7,M,reg137,1,N,4,N,N,Y,NA,NA,2251,3202,N,N,NA,4,4,0,1,0,0
Y,9,F,reg137,1,N,11,N,Y,Y,NA,NA,722,806,N,N,NA,10,10,0,1,1,0
Y,55,M,reg117,1,N,46,Y,N,Y,2599,2485,2434,NA,N,N,NA,11,16,0,0,3,0
N,39,M,reg102,1,N,168,Y,N,Y,2853,2798,2844,3837,N,Y,NA,17,29,0,2,4,0
Y,27,M,reg143,1,N,142,N,N,N,2420,2739,2739,3246,N,N,NA,0,53,10,3,9,0
Y,13,M,reg154,1,N,87,N,N,Y,185,185,189,265,N,N,NA,4,8,0,2,0,0
Y,12,M,reg102,1,N,78,N,N,N,1147,1919,1789,2479,N,N,NA,35,171,0,42,1,0
Y,19,M,reg132,1,N,75,N,N,Y,1552,1550,1675,2288,N,N,NA,5,10,0,2,1,0
Y,15,M,reg137,1,F,263,N,N,N,829,956,953,1391,N,N,NA,0,23,0,6,0,0
Y,18,M,reg127,1,N,69,N,N,N,704,1107,1422,1845,N,N,NA,26,63,0,9,3,0
Y,16,M,reg140,1,N,82,Y,N,N,688,1283,1278,1797,N,N,NA,5,72,0,17,2,0
N,57,M,reg133,1,N,289,Y,N,Y,2455,2522,2396,3705,N,N,NA,35,111,0,2,20,2
Y,67,M,reg103,1,N,304,Y,N,Y,2715,2713,2713,4030,N,N,NA,0,0,0,0,0,0
N,11,M,reg138,1,N,48,N,N,Y,NA,302,457,647,N,N,NA,9,14,0,3,0,0
Y,39,M,reg112,1,N,74,Y,N,Y,2148,2236,2283,3041,Y,N,NA,19,61,0,16,1,0
Y,19,M,reg146,1,N,252,N,N,Y,2716,2715,2713,3597,N,N,NA,0,55,0,3,7,0
Y,11,F,reg145,1,N,29,N,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
N,16,M,reg106,1,N,22,N,N,Y,NA,NA,444,567,N,N,NA,22,22,0,6,0,0
Y,10,M,reg132,1,N,10,N,N,Y,NA,NA,NA,NA,N,N,NA,2,2,0,1,0,1
Y,10,M,reg127,1,N,80,N,Y,N,312,235,246,343,N,N,NA,5,25,0,7,0,0
Y,9,F,reg106,1,N,4,N,N,Y,NA,NA,243,262,N,N,NA,0,0,0,0,0,0
Y,10,NA,reg127,1,N,22,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,2,0,0
Y,65,M,reg132,1,N,293,Y,N,Y,NA,NA,NA,NA,Y,N,NA,0,0,0,0,0,0
N,58,M,reg153,1,N,266,Y,N,Y,3122,3209,3204,4443,N,Y,NA,4,35,0,2,8,0
Y,11,M,reg145,1,N,18,N,N,N,NA,NA,192,269,N,N,NA,5,5,0,1,0,0
Y,12,M,reg150,1,N,13,N,N,Y,NA,NA,604,846,N,N,NA,14,14,0,3,0,0
Y,20,M,reg132,1,A,48,N,N,N,NA,1298,1703,2330,N,N,NA,19,38,0,5,1,0
N,10,M,reg138,2,N,101,N,Y,Y,752,755,862,1209,N,N,NA,5,20,0,4,0,0
Y,11,M,reg127,1,N,51,N,N,N,NA,504,508,713,N,N,NA,0,10,0,2,0,0
N,13,M,reg123,1,F,50,N,N,Y,NA,917,944,1333,N,N,NA,29,48,0,13,0,0
Y,16,M,reg140,1,N,129,N,N,N,683,896,970,1223,N,N,NA,4,26,0,3,2,0
Y,9,M,reg127,1,N,4,N,N,Y,NA,NA,937,1316,N,N,NA,5,5,0,1,0,0
Y,9,M,reg154,1,N,14,N,Y,Y,NA,NA,192,270,N,N,NA,4,4,0,1,0,0
Y,44,M,reg112,1,N,282,Y,N,Y,1765,1768,1768,2442,N,N,NA,0,3,0,1,0,0
Y,12,F,reg112,1,N,19,N,N,Y,NA,NA,197,281,N,N,NA,7,7,0,2,0,0
Y,16,M,reg103,1,N,12,N,N,Y,NA,NA,1623,NA,N,N,NA,8,8,0,0,2,0
N,48,M,reg102,1,N,291,Y,N,N,3563,3565,3658,5014,Y,N,NA,28,46,0,9,5,0
N,11,M,reg112,1,N,112,N,N,Y,848,1055,1486,2163,N,N,NA,46,171,0,29,3,0
Y,15,M,reg102,1,N,50,N,N,N,NA,405,360,466,N,N,NA,3,12,0,4,0,0
N,59,M,reg114,1,N,293,Y,N,Y,3528,3526,3526,4790,N,N,NA,0,0,0,0,0,0
Y,23,M,reg106,1,N,5,N,N,Y,NA,NA,NA,NA,N,N,NA,2,2,0,0,1,0
N,7,M,reg129,1,N,24,N,N,Y,NA,NA,484,874,N,N,NA,8,8,0,2,0,0
Y,11,M,reg126,1,N,167,N,N,N,439,438,436,613,N,N,NA,4,33,0,9,0,0
Y,12,M,reg102,1,N,138,N,N,Y,1708,1895,1951,2759,N,N,NA,26,181,1,41,4,0
Y,90,M,reg127,1,N,451,Y,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,71,M,reg144,1,N,267,Y,N,Y,2970,2946,2932,3886,N,N,NA,12,71,0,15,5,3
Y,12,M,reg118,1,N,50,N,Y,Y,NA,192,1212,1620,N,N,NA,15,21,0,4,0,0
N,51,M,reg132,1,N,271,N,N,Y,3127,3097,3113,4094,N,Y,NA,42,81,4,13,7,1
N,64,F,reg111,1,N,143,N,N,Y,1163,1376,1589,1920,N,N,NA,18,65,0,8,9,0
Y,73,M,reg132,1,N,555,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,50,M,reg154,1,N,464,Y,N,N,2406,2407,2406,NA,Y,N,NA,0,0,0,0,0,0
Y,11,M,reg127,1,N,38,N,N,N,505,787,1103,1556,N,N,NA,11,21,0,4,0,0
N,10,M,reg143,1,N,6,N,Y,Y,NA,NA,297,416,N,N,NA,5,5,0,1,0,0
N,11,M,reg143,1,N,72,N,N,Y,1073,1534,1609,2168,N,N,NA,24,59,0,11,1,0
N,30,M,reg139,1,N,37,Y,N,Y,NA,NA,3337,4262,N,N,NA,13,16,1,3,1,0
Y,9,M,reg140,1,N,53,N,N,N,NA,1033,913,1293,N,N,NA,4,38,0,9,0,0
N,21,M,reg132,1,N,459,N,N,Y,3906,4006,4046,5142,N,Y,3818,23,300,16,5,60,0
Y,8,F,reg145,1,N,10,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,26,M,reg111,1,N,287,Y,N,Y,2337,2341,2549,3461,N,N,NA,6,6,2,2,0,0
Y,71,M,reg102,1,N,196,Y,N,N,3073,3075,3074,4117,N,Y,NA,11,15,0,2,2,5
N,13,M,reg102,1,N,160,N,N,Y,1184,1225,1608,2180,N,N,NA,32,109,0,29,1,0
N,65,M,reg137,1,N,173,Y,N,Y,2016,2016,2017,NA,Y,N,NA,0,0,0,0,0,0
Y,9,M,reg112,1,N,24,N,N,Y,NA,NA,658,1074,N,N,NA,9,9,1,3,0,0
Y,9,F,reg132,1,N,22,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,17,NA,reg145,1,N,10,N,N,N,NA,NA,1985,NA,N,N,NA,4,4,0,0,1,0
N,67,M,reg127,1,N,282,Y,N,Y,3045,3055,3055,4351,N,N,NA,0,26,3,1,10,0
Y,14,M,reg127,1,N,41,N,N,N,NA,473,470,650,N,N,NA,18,23,0,5,0,0
N,18,M,reg137,1,N,110,N,N,Y,1366,2170,2935,3495,N,Y,NA,45,126,5,23,4,0
N,52,M,reg127,1,N,200,Y,N,Y,2796,2848,2734,3858,Y,N,NA,27,109,0,1,21,8
N,32,M,reg118,1,N,576,Y,N,Y,1492,1492,1490,NA,N,N,NA,0,0,0,0,0,0
N,42,M,reg138,1,N,130,Y,N,Y,2157,2246,2276,3184,N,N,NA,88,541,0,197,7,0
